Code,Name,Date,Price,Share,Amount,Warran,Underwriter,Sector,Subsector,Field,Website,Prospectus,Summary_Prospectus,Alamat,Image,Papan Pencatatan
BSBK,PT Wulandari Bangun Laksana Tbk,08 Nov 2022,Rp100,12.09%,"27,500,000 lot",100 : 137,SH - ARTHA SEKURITAS INDONESIA,Properti & Real Estat,Properti & Real Estat,Bergerak dalam bidang property dan real estate,https://www.balikpapansuperblock.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/BSBK/prospectus/x7lrq4kuz7.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BSBK/summary-prospectus/cb9bu4mgxe.pdf,"Jl. Jend. Sudirman Nomor 47 Tower G Komplek Balikpapan Superblock Stall Kuda, Kelurahan Damai Bahagia, Kec. Balikpapan Selatan, Kota Balikpapan, Provinsi Kalimantan Timur, 76114Jl. Jend. Sudirman Nomor 47 Tower G Komplek Balikpapan Superblock Stall Kuda, Kelurahan Damai Bahagia, Kec. Balikpapan Selatan, Kota Balikpapan, Provinsi Kalimantan Timur, 76114",https://storage.googleapis.com/assets.trading.stockbit.com/company/BSBK/logo/qeau43gy7s.png,Utama
OMED,PT Jayamas Medica Industri Tbk,08 Nov 2022,Rp204,15%,"40,588,500 lot",0,KI - CIPTADANA SEKURITAS ASIA,Kesehatan,Jasa & Peralatan Kesehatan,Bergerak di bidang usaha manufaktur alat kesehatan dan perbekalan kesehatan rumah tangga lainnya,https://www.onemed.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/OMED/prospectus/bmdqy2042p.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/OMED/summary-prospectus/dn6g0z1yly.pdf,"Sebelah Selatan Jalan By Pass RT 05 / RW 01 Kelurahan Sidomojo, Kecamatan Krian, Sidoarjo 61262, Jawa Timur",https://storage.googleapis.com/assets.trading.stockbit.com/company/OMED/logo/9o81pxohlt.png,Utama
COAL,PT Black Diamond Resources Tbk,07 Sep 2022,Rp100,20%,"12,500,000 lot",0,SF - SURYA FAJAR SEKURITAS,Energi,"Minyak, Gas, & Batu Bara",Pertambangan Batubara Melalui Entitas Anak,https://blackdiamondtbk.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/COAL/prospectus/i3lrcwagqv.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/COAL/summary-prospectus/1qnkn5ccvc.pdf,"Gedung Centennial Tower Lt 21 Unit H , Jl. Jenderal Gatot Subroto No. 24-25, Jakarta Selatan 12930",https://storage.googleapis.com/assets.trading.stockbit.com/company/COAL/logo/jbcm61evsj.png,Pemantauan Khusus
MEDS,PT Hetzer Medical Indonesia Tbk,10 Aug 2022,Rp125,20%,"3,125,000 lot",0,AN - WANTEG SEKURITAS,Kesehatan,Jasa & Peralatan Kesehatan,Industri Peralatan Kesehatan dan Turunannya,https://www.evoplusmed.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/MEDS/prospectus/h50qa9jf8l.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MEDS/summary-prospectus/2r64l6hllc.pdf,"Jl. Mahar Martanegara No. 106, Kel. Cigugur Tengah Kec. Cimahi Tengah, Kota Cimahi, Provinsi Jawa Barat 40522",https://storage.googleapis.com/assets.trading.stockbit.com/company/MEDS/logo/mtv4u7ck6n.png,Pengembangan
BUAH,PT Segar Kumala Indonesia Tbk,09 Aug 2022,Rp388,20%,"2,000,000 lot",0,LS - RELIANCE SEKURITAS INDONESIA TBK.,Barang Konsumen Primer,Makanan & Minuman,Bergerak di bidang Perdagangan Besar Buah-buahan dan Daging Unggas Beku,https://sk-indonesia.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/BUAH/prospectus/or6rhm02yb.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BUAH/summary-prospectus/vo5bcu4qw5.pdf,"Jl. Pegangsaan Dua KM. 4 No.89. Pegangsaan Dua, Kelapa Gading, Jakarta Utara. 14250",https://storage.googleapis.com/assets.trading.stockbit.com/company/BUAH/logo/1yn23ocgix.png,Pengembangan
EURO,PT Estee Gold Feet Tbk,08 Aug 2022,Rp70,20%,"5,000,000 lot",10 : 1,II - DANATAMA MAKMUR SEKURITAS,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Industri pengisian jasa aerosol kosmetik dan bahan pembersih keperluan rumah tangga,https://esteegoldaerosol.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/EURO/prospectus/pqd806mxhx.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/EURO/summary-prospectus/355kpaibdv.pdf,"Jl. Kapuk Utara II No.2, RT.1/RW.3, Kapuk Muara, Penjaringan Jakarta Utara, 14460, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/EURO/logo/fb9if35saw.png,Akselerasi
CRAB,PT Toba Surimi Industries Tbk,10 Aug 2022,Rp150,20%,"3,900,000 lot",0,HD - KGI SEKURITAS INDONESIA,Barang Konsumen Primer,Makanan & Minuman,"Industri Pembekuan, Pengolahan, Pengawetan, Perdagangan Besar Makanan &Minuman serta Hasil Perikanan",https://www.tobasurimi.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/CRAB/prospectus/l58kmq887g.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CRAB/summary-prospectus/w6ozgipoci.pdf,"Jl. Pulau Pinang 2, Kawasan Industri Medan II Saentis Deli Serdang, 20371 Sumatera Utara, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/CRAB/logo/dlftahzsqx.png,Pengembangan
KLIN,PT Klinko Karya Imaji Tbk,09 Aug 2022,Rp100,17.59%,"2,300,000 lot",4 : 1,SA - ELIT SUKSES SEKURITAS,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Bergerak di Bidang Produksi dan Perdagangan Produk Alat-Alat Kebersihan yang Ramah Lingkungan,https://www.klinko.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/KLIN/prospectus/4twnqus98w.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KLIN/summary-prospectus/2e0rxfj0bu.pdf,"Jl. Raya Driyorejo Km 25, Desa/Kelurahan Driyorejo, Kec. Driyorejo, Kab. Gresik, Jawa Timur 61177, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/KLIN/logo/to2s8a58ti.jpeg,Akselerasi
KKES,PT Kusuma Kemindo Sentosa Tbk,08 Aug 2022,Rp105,27.27%,"4,500,000 lot",0,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Baku,Barang Baku,Perdagangan Besar Bahan dan Barang Kimia,https://kks-chemicals.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/KKES/prospectus/e8cv0veg5k.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KKES/summary-prospectus/hwd028c2x7.pdf,"Green Ville Maisonette Blok FA / 12A, Jakarta Barat, DKI Jakarta, 11510 - Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/KKES/logo/kjlqft6gyt.jpg,Pemantauan Khusus
TOOL,PT Rohartindo Nusantara Luas Tbk,09 Aug 2022,Rp127,20%,"4,100,000 lot",2 : 1,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Barang Rumah Tangga,bergerak dalam bidang usaha Perdagangan besar,-,https://storage.googleapis.com/assets.trading.stockbit.com/company/TOOL/prospectus/vrdj59pv0p.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/TOOL/summary-prospectus/s3xlzyfk4l.pdf,"Jalan Raya Perancis, Pergudangan Kosambi Permai, Blok J No. 32, Kabupaten Tangerang, Provinsi Banten",https://storage.googleapis.com/assets.trading.stockbit.com/company/TOOL/logo/nao34deovs.png,Pengembangan
RAFI,PT Sari Kreasi Boga Tbk,05 Aug 2022,Rp126,30.31%,"9,480,900 lot",2 : 1,IN - INVESTINDO NUSANTARA SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Perseroan bergerak di bidang penjualan bahan baku dan waralaba makanan dan minuman.,https://skbfood.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/RAFI/prospectus/05mzyra0i3.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RAFI/summary-prospectus/u89rz7o1qh.pdf,"Tower A lt.3, Jl. Ampera Raya RW2, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540",https://storage.googleapis.com/assets.trading.stockbit.com/company/RAFI/logo/27bie6dwk7.png,Pemantauan Khusus
ELPI,PT Pelayaran Nasional Ekalya Purnamasari Tbk,08 Aug 2022,Rp200,15%,"11,120,000 lot",0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,Transportasi & Logistik,Logistik & Pengantaran,Bergerak dalam bidang angkutan laut dan aktivitas penunjang angkutan,https://www.pnep.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/ELPI/prospectus/8l3vuf8ygv.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ELPI/summary-prospectus/wdsjs8ufs5.pdf,"Graha KCT Lt. 3 Jl. W.R. Supratman No.23 Surabaya, Jawa Timur- Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/ELPI/logo/j8qq2luqok.png,Utama
JARR,PT Jhonlin Agro Raya Tbk,04 Aug 2022,Rp300,15.29%,"12,229,500 lot",0,IN - INVESTINDO NUSANTARA SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Perkebunan dan Pengolahan Minyak Kelapa Sawit Terpadu,https://www.ptjar.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/JARR/prospectus/zs6ef80ugt.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/JARR/summary-prospectus/pvlxigvmpo.pdf,"Kantor: Jl. Kodeco KM 1, Kel. Gunung Antasari, Kec. Simpang Empat, Kab. Tanah Bumbu, Kalimatan Selatan 72213 Operasional: Pabrik Refinery dan Pabrik Biodiesel di Desa Batu Ampar, Kec. Simpang Empat, Kab. Tanah Bumbu, Kalimantan Selatan",https://storage.googleapis.com/assets.trading.stockbit.com/company/JARR/logo/t7639b0dwo.png,Utama
RCCC,PT Utama Radar Cahaya Tbk,02 Aug 2022,Rp135,20%,"1,500,000 lot",0,SA - ELIT SUKSES SEKURITAS,Transportasi & Logistik,Logistik & Pengantaran,Bergerak di Bidang Jasa Pengurusan Transportasi (Freight Forwarding),https://www.utamaradarcahaya.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/RCCC/prospectus/d0coof5gc9.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RCCC/summary-prospectus/nfwxa4wvu5.pdf,"Kantor Pusat: Gedung STC Senayan, Lantai 2, Ruang 38, Jl. Asia Afrika Pintu IX, Gelora, Tanah Abang Jakarta Pusat 10270, Indonesia Garasi dan Bengkel: Jl. Curug Dengdeng, Desa Lulut, Kec. Klapanunggal, Cileungsi, Kab. Bogor, Jawa Barat, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/RCCC/logo/xuo9kymv6s.png,Akselerasi
AMMS,PT Agung Menjangan Mas Tbk,04 Aug 2022,Rp100,20%,"2,400,000 lot",5 : 7,IU - INDO CAPITAL SEKURITAS,Perindustrian,Jasa Perindustrian,Menjalankan usaha dalam bidang jasa sarana produksi dan jasa pasca panen budidaya ikan air payau,https://agungmm.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMS/prospectus/od5zkbnxk2.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMS/summary-prospectus/5iwuxfrc1w.pdf,"Generali Tower Grand Rubina Business Park Lt.20 C Jl. H.R. Rasuna Said, Kuningan, Jakarta Selatan 12940",https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMS/logo/jabngsglli.jpg,Akselerasi
KRYA,PT Bangun Karya Perkasa Jaya Tbk.,25 Jul 2022,Rp125,20%,"3,250,000 lot",0,IU - INDO CAPITAL SEKURITAS,Infrastruktur,Konstruksi Bangunan,Bergerak dalam bidang konstruksi umum dan konstruksi baja,https://www.ptbkpjaya.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/KRYA/prospectus/zw6qpb1vow.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KRYA/summary-prospectus/vn955ifg17.pdf,"Jl. Pattimura Plaza Segi Delapan C 851-852, Sonokwijenan, Sukomanunggal, Surabaya, Indonesia 60189",https://storage.googleapis.com/assets.trading.stockbit.com/company/KRYA/logo/c6aqjsxgre.jpg,Pengembangan
AXIO,PT Tera Data Indonusa Tbk.,20 Jul 2022,Rp140,17.81%,"10,401,265 lot",0,NI - BNI SEKURITAS,Teknologi,Perangkat Keras & Peralatan Teknologi,Perdagangan Besar Komputer dan Perlengkapan Komputer,https://www.terra.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/AXIO/prospectus/katg9hq5ux.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/AXIO/summary-prospectus/w7ccnj5zq7.pdf,"Wisma Exa Jl. Inspeksi PAM No.168, Cakung Barat Jakarta Timur 13910",https://storage.googleapis.com/assets.trading.stockbit.com/company/AXIO/logo/0wluykgovj.png,Utama
HATM,PT Habco Trans Maritima TBK,26 Jul 2022,Rp160,17.89%,"12,200,000 lot",0,XA - NH KORINDO SEKURITAS INDONESIA,Transportasi & Logistik,Logistik & Pengantaran,Pengangkutan dengan Kegiatan Usaha Angkutan Laut Dalam Negeri untuk Barang Khusus,https://habcomaritima.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HATM/prospectus/56czq765g6.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HATM/summary-prospectus/tqtee6jl44.pdf,"Jalan H. Imam Munandar No. 247 F-G, Kel Tangkerang Utara, Kec Bukit Raya, Pekanbaru, Riau 28282",https://storage.googleapis.com/assets.trading.stockbit.com/company/HATM/logo/m3pc51al2a.png,Utama
DEWI,PT Dewi Shri Farmindo Tbk,18 Jul 2022,Rp100,35%,"7,000,000 lot",0,HD - KGI SEKURITAS INDONESIA,Barang Konsumen Primer,Makanan & Minuman,Bergerak di bidang budidaya ayam ras pedaging dan perdagangan eceran hewan ternak,https://www.dewishrifarmindo.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/DEWI/prospectus/ogglhhfpvy.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/DEWI/summary-prospectus/no22d8qpo0.pdf,"Kampung Cimenyan, RT 003/RW 003, Desa Cintaasih, Kecamatan Grekbong, Cianjur, Jawa Barat",https://storage.googleapis.com/assets.trading.stockbit.com/company/DEWI/logo/z5cfhth1s3.png,Pengembangan
GULA,PT Aman Agrindo Tbk,03 Aug 2022,Rp250,20%,"2,140,725 lot",0,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,"Bergerak di bidang perkebunan tebu, perdagangan gula dan industri gula",https://www.amanagrindo.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/GULA/prospectus/xgzfnjd72u.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/GULA/summary-prospectus/u7z9v9hzlx.pdf,"Jl.MT. Haryono 864-866 Ruko Bangkong Plaza C-10, Kelurahan Peterongan, Kecamatan Semarang Selatan, Kota Semarang, Provinsi Jawa Tengah, 50242",https://storage.googleapis.com/assets.trading.stockbit.com/company/GULA/logo/btf4mrvzxn.jpg,Pengembangan
CHEM,PT Chemstar Indonesia Tbk,08 Jul 2022,Rp150,29.41%,"5,000,000 lot",0,XA - NH KORINDO SEKURITAS INDONESIA,Barang Baku,Barang Baku,Perseroan bergerak dalam Industri dan perdagangan bahan kimia spesialisasi untuk industri tekstil,https://www.chemstarindonesia.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/CHEM/prospectus/dkfxu6aeef.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CHEM/summary-prospectus/ehspky6dce.pdf,"Jl. Industri Ubrug No. 70, Kp. Cisampih, Kel. Cibinong, Kec. Jatiluhur, Kab. Purwakarta, Jawa Barat 41152",https://storage.googleapis.com/assets.trading.stockbit.com/company/CHEM/logo/zmpedsjj5r.jpeg,Pengembangan
TRGU,PT Cerestar Indonesia Tbk,08 Jul 2022,Rp210,18.87%,"15,000,000 lot",0,MG - SEMESTA INDOVEST SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Processed Foods,http://www.cerestargroup.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/TRGU/prospectus/fewrf6kuao.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/TRGU/summary-prospectus/nyxb5jrgqz.pdf,"The City Tower Lt. 28 Jl. M.H Thamrin No. 81, Menteng Jakarta Pusat 10310 – DKI Jakarta",https://storage.googleapis.com/assets.trading.stockbit.com/company/TRGU/logo/skftp4t1zy.jpg,Utama
SWID,PT Saraswanti Indoland Development Tbk,07 Jul 2022,Rp200,6.31%,"3,400,000 lot",0,AH - SHINHAN SEKURITAS INDONESIA,Properti & Real Estat,Properti & Real Estat,Bergerak dalam bidang usaha Properti & Real Estate,https://saraswantiproperty.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/SWID/prospectus/dw1o71ucp2.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/SWID/summary-prospectus/1jef2f59ba.pdf,"Jalan Palagan Tentara Pelajar KM. 7 Sariharjo, Ngaglik, Kab. Sleman, Daerah Istimewa Yogyakarta Indonesia - 55581",https://storage.googleapis.com/assets.trading.stockbit.com/company/SWID/logo/22g9r19tk8.png,Pengembangan
ASHA,PT Cilacap Samudera Fishing Industry Tbk,27 May 2022,Rp100,25%,"12,500,000 lot",0,HD - KGI SEKURITAS INDONESIA,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Food Retail & Distributors,https://www.csfi.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/ASHA/prospectus/2xlai0xwkn.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ASHA/summary-prospectus/7oo302jrsr.pdf,"Jl. Muara Baru Ujung K No. 7D RT 021 RW 17 Penjaringan Jakarta Utara, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/ASHA/logo/uijri973yt.jpeg,Pemantauan Khusus
OLIV,PT Oscar Mitra Sukses Sejahtera Tbk.,17 May 2022,Rp100,21.1%,"4,000,000 lot",0,II - DANATAMA MAKMUR SEKURITAS,Barang Konsumen Non-Primer,Barang Rumah Tangga,Perdagangan eceran furniture untuk barang perlengkapan rumah tangga dan perlengkapan dapur,https://www.oscarliving.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/OLIV/prospectus/g8qa15ecb7.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/OLIV/summary-prospectus/01jb64ggbk.pdf,"Jl. Otista Raya No. 33, Jakarta Timur, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/OLIV/logo/5ha94ew4xv.png,Akselerasi
IBOS,PT Indo Boga Sukses Tbk,25 Apr 2022,Rp100,20%,"16,073,600 lot",0,SF - SURYA FAJAR SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Restoran dan Aktivitas Perusahaan Holding,https://indobogasukses.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/IBOS/prospectus/qkplq8ez2h.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/IBOS/summary-prospectus/ucouoiutuc.pdf,"Jalan Raya Randugowang, Desa Sendangadi, Kecamatan Mlati, Kabupaten Sleman, Yogyakarta 55285",https://storage.googleapis.com/assets.trading.stockbit.com/company/IBOS/logo/9qtxql7sp1.jpg,Akselerasi
WINR,PT Winner Nusantara Jaya Tbk,25 Apr 2022,Rp100,28.65%,"15,000,000 lot",0,SH - ARTHA SEKURITAS INDONESIA,Properti & Real Estat,Properti & Real Estat,Bergerak dalam bidang property dan real estate,https://www.winnergroup.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/WINR/prospectus/sha14sstuk.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/WINR/summary-prospectus/4m3gm495pn.pdf,"Seraya Mas Center Blok H No. 01, Nagoya Kota Batam - 29454",https://storage.googleapis.com/assets.trading.stockbit.com/company/WINR/logo/jjuct161dl.png,Pemantauan Khusus
MTMH,PT Murni Sadar Tbk,20 Apr 2022,Rp1280,12.28%,"2,540,228 lot",0,KI - CIPTADANA SEKURITAS ASIA,Kesehatan,Jasa & Peralatan Kesehatan,Bergerak di bidang aktivitas rumah sakit swasta,https://www.rsmurniteguh.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/MTMH/prospectus/igpzhs9ljt.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MTMH/summary-prospectus/ryc2hj99hv.pdf,"Jl. Jawa No. 2, LK II, Gg. Buntu, Medan Timur, Kota Medan, Sumatera Utara - 20231",https://storage.googleapis.com/assets.trading.stockbit.com/company/MTMH/logo/er4pgo14o5.png,Utama
TLDN,PT Teladan Prima Agro Tbk.,12 Apr 2022,Rp580,15%,"21,932,945 lot",0,NI - BNI SEKURITAS,Barang Konsumen Non-Primer,Barang Rumah Tangga,Aktvitas perusahaan holding dan industri pengolahan kelapa sawit melalui Perusahaan Anak,https://www.teladanprima.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/TLDN/prospectus/eoxh38c10s.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/TLDN/summary-prospectus/um3f2mpf1a.pdf,"Beltway Office Park Gedung B Lantai 7, Jl. TB Simatupang No.41, Kota Jakarta Selatan, 12540",https://storage.googleapis.com/assets.trading.stockbit.com/company/TLDN/logo/oaf5ogery3.png,Pengembangan
